id,produzent,modell,typ,inch,controller,lift,date,notiz,cap,seek,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,mtbf
965,MICROPOLIS,,1558-14,5F,ESDI,N,,,315,18,1224,14,36,0,0,0,,1223,150
966,MICROPOLIS,,1558-15,5F,ESDI,N,,,338,18,1224,15,36,0,0,0,,1223,150
967,MICROPOLIS,,"1558-15 PAK",5F,ESDI,N,,,314,18,1224,15,36,0,0,0,,1223,150
968,MICROPOLIS,,1565-8S,5F,ESDI,+,1992-12-10,,330,16,1632,8,0,0,0,0,0,0,150
969,MICROPOLIS,,1566-11,5F,ESDI,N,,,496,16,1632,11,54,0,0,0,,1631,150
970,MICROPOLIS,,1567-12,5F,ESDI,N,,,541,16,1632,12,54,0,0,0,,1631,150
971,MICROPOLIS,,1567-13,5F,ESDI,N,,,586,16,1632,13,54,0,0,0,,1631,150
972,MICROPOLIS,,1568-14,5F,ESDI,N,,,631,16,1632,14,54,0,0,0,,1631,150
973,MICROPOLIS,,1568-15,5F,ESDI,N,,,676,16,1632,15,54,0,0,0,,1631,150
974,MICROPOLIS,,1576-11,5F,SCSI,N,,,243,18,1220,11,36,0,0,0,,1219,150
975,MICROPOLIS,,1577-12,5F,SCSI,N,,,266,18,1220,12,36,0,0,0,,1219,150
976,MICROPOLIS,,1577-13,5F,SCSI,N,,,287,18,1220,13,36,0,0,0,,1219,150
977,MICROPOLIS,,1578-14,5F,SCSI,N,,,310,18,1220,14,36,0,0,0,,1219,150
978,MICROPOLIS,,1578-15,5F,SCSI,N,,,332,18,1220,15,36,0,0,0,,1219,150
979,MICROPOLIS,,"1578-15 PAK",5F,SCSI,N,,,327,18,1218,15,35,0,0,0,,1217,150
980,MICROPOLIS,,1578-15(D),5.2,SCSI(D),Y,,,331,16,1224,15,36,0,0,0,0,0,150
981,MICROPOLIS,,1585-8S,5F,SCSI,+,1992-12-10,,344,16,1632,8,54,0,0,0,0,0,150
982,MICROPOLIS,,1586-11,5F,SCSI,N,,,490,16,1628,11,54,0,0,0,,1627,50
983,MICROPOLIS,,1587-12,5F,SCSI,N,,,535,16,1628,12,54,0,0,0,,1627,50
984,MICROPOLIS,,1587-13,5F,SCSI,N,,,579,16,1628,13,54,0,0,0,,1627,50
985,MICROPOLIS,,1588-14,5F,SCSI,N,,,624,16,1628,14,54,0,0,0,,1627,50
986,MICROPOLIS,,1588-15,5F,SCSI,N,,,668,16,1628,15,54,0,0,0,,1627,50
987,MICROPOLIS,,1596-10S,5,SCSI,,,,668,0,1834,10,0,0,0,0,0,0,0
988,MICROPOLIS,,1597-10S,,SCSI,,,,0,13,1834,10,54,0,0,0,0,0,0
989,MICROPOLIS,,1597-13,5F,SCSI,+,1992-12-10,,897,14,1919,13,71,0,0,0,0,0,150
990,MICROPOLIS,,1598-14,5F,SCSI,+,1992-12-10,,965,14,1919,14,71,0,0,0,0,0,150
991,MICROPOLIS,,1598-15,5F,SCSI,+,1992-12-10,,1034,14,1919,15,71,0,0,0,0,0,150
992,MICROPOLIS,,1653-4,5H,ESDI,N,,,92,16,1249,4,36,0,0,0,,1248,150
993,MICROPOLIS,,1653-5,5H,ESDI,N,,,115,16,1249,5,36,0,0,0,,1248,150
994,MICROPOLIS,,1654-6,5H,ESDI,N,,,138,16,1249,6,36,0,0,0,,1248,150
995,MICROPOLIS,,1654-7,5H,ESDI,N,,,161,16,1249,7,36,0,0,0,,1248,150
996,MICROPOLIS,,1663-4,5H,ESDI,+,1992-12-10,,197,14,1780,4,54,0,0,0,0,0,150
997,MICROPOLIS,,1663-5,5H,ESDI,+,1992-12-10,,246,14,1780,5,54,0,0,0,0,0,150
998,MICROPOLIS,,1664-6,5H,ESDI,+,1992-12-10,,295,14,1780,6,54,0,0,0,0,0,150
999,MICROPOLIS,,1664-7,5H,ESDI,N,,,385,14,1780,7,36,0,0,0,,1779,150
1000,MICROPOLIS,,1673-4,5H,SCSI,N,,,90,16,1245,4,36,0,0,0,,1244,150
1001,MICROPOLIS,,1673-5,5H,SCSI,N,,,112,16,1245,5,36,0,0,0,,1244,150
1002,MICROPOLIS,,1674-6,5H,SCSI,N,,,135,16,1245,6,36,0,0,0,,1244,150
1003,MICROPOLIS,,1674-7,5H,SCSI,N,,,158,16,1245,7,36,0,0,0,,1244,150
1004,MICROPOLIS,,1683-4,5H,SCSI,N,,,193,14,1776,4,54,0,0,0,,1775,50
1005,MICROPOLIS,,1683-5,5H,SCSI,N,,,242,14,1776,5,54,0,0,0,,1775,50
1006,MICROPOLIS,,1684-6,5H,SCSI,N,,,291,14,1776,6,54,0,0,0,,1775,50
1007,MICROPOLIS,,1684-7,5H,SCSI,N,,,340,14,1776,7,54,0,0,0,,1775,50
1008,MICROPOLIS,,1743-5,,ESDI,,,,0,15,1140,5,48,0,0,0,0,0,0
1009,MICROPOLIS,,1744-6,,ESDI,,,,0,15,1140,6,48,0,0,0,0,0,0
1010,MICROPOLIS,,1744-7,,ESDI,,,,0,15,1140,7,48,0,0,0,0,0,0
1011,MICROPOLIS,,1745-8,,ESDI,,,,0,15,1140,8,48,0,0,0,0,0,0
1012,MICROPOLIS,,1745-9,,ESDI,,,,0,15,1140,9,48,0,0,0,0,0,0
1013,MICROPOLIS,,1773-5,,SCSI,,,,133,15,1140,5,48,0,0,0,0,0,0
1014,MICROPOLIS,,1774-6,,SCSI,,,,160,15,1140,6,48,0,0,0,0,0,0
1015,MICROPOLIS,,1774-7,,SCSI,,,,187,15,1140,7,48,0,0,0,0,0,0
1016,MICROPOLIS,,1775-8,,SCSI,,,,0,15,1140,8,48,0,0,0,0,0,0
1017,MICROPOLIS,,1775-9,,SCSI,,,,0,15,1140,9,48,0,0,0,0,0,0
1018,MICROPOLIS,,2112,3.5,SCSI2,Y,,,1000,10,0,0,0,0,0,0,0,0,0
1019,MICROPOLIS,,2112A,3.5,AT,,,,1050,10,2034,16,63,0,0,0,0,0,0
1020,MICROSCIENCE,,21200,5.2,ESDI,Y,,,1062,13,1921,15,72,0,0,0,0,0,100
1021,MICROSCIENCE,,2777,5.2,ESDI,Y,,,687,14,1658,15,54,0,0,0,0,0,100
1022,MICROSCIENCE,,31200,5.2,SCSI2,Y,,,1062,13,1921,15,72,0,0,0,0,0,100
1023,MICROSCIENCE,,3777,5.2,SCSI2,Y,,,687,14,1658,15,54,0,0,0,0,0,100
1024,MICROSCIENCE,,5100-20,3.5,ESDI,Y,,,120,18,960,7,35,0,0,0,0,0,60
1025,MICROSCIENCE,,6100-20,3.5,SCSI,Y,,,120,18,960,7,35,0,0,0,0,0,60
1026,MICROSCIENCE,,7100-20,3.5,IDE,Y,,,120,18,960,7,35,0,0,0,0,0,60
1027,MICROSCIENCE,,7200,3.5,IDE,Y,,,201,18,1277,7,44,0,0,0,0,0,65
1028,MICROSCIENCE,,FH-2414,5.2,ESDI,Y,,,414,14,0,0,0,0,0,0,0,0,0
1029,MICROSCIENCE,,FH-2777E,5.2,ESDI,Y,,,777,14,0,0,0,0,0,0,0,0,50
1030,MICROSCIENCE,,FH-2777S,5.2,SCSI,Y,,,777,14,0,0,0,0,0,0,0,0,50
1031,MICROSCIENCE,,FH-3414,5.2,SCSI,Y,,,414,14,0,0,0,0,0,0,0,0,0
1032,MICROSCIENCE,,FH-3777E,5.2,ESDI,Y,,,1050,14,0,0,0,0,0,0,0,0,50
1033,MICROSCIENCE,,FH-3777S,5.2,SCSI,Y,,,1050,14,0,0,0,0,0,0,0,0,50
1034,MICROSCIENCE,,HH-1050,5H,MFM,J,,,45,28,1024,5,17,0,0,0,,1023,140
1035,MICROSCIENCE,,HH-1060,5H,RLL,J,,,68,28,1024,5,26,0,0,0,,1023,140
1036,MICROSCIENCE,,HH-1075,5H,MFM,J,,,62,28,1024,7,17,0,0,0,,1023,40
1037,MICROSCIENCE,,HH-1080,5.2,RLL,Y,,,65,28,1024,5,26,0,0,0,0,0,0
1038,MICROSCIENCE,,HH-1090,5H,MFM,J,,,80,28,1314,7,17,0,0,0,,1313,40
1039,MICROSCIENCE,,HH-1095,5H,RLL,J,,,95,28,1024,7,26,0,0,0,,1023,40
1040,MICROSCIENCE,,HH-1120,5H,RLL,J,,,122,28,1314,7,26,0,0,0,,1313,40
1041,MICROSCIENCE,,HH-2012,,ESDI,,,,10,0,306,4,0,0,0,0,0,0,0
1042,MICROSCIENCE,,HH-2120,5H,ESDI,J,,,128,28,1024,7,35,0,0,0,,1023,40
1043,MICROSCIENCE,,HH-2160,5H,ESDI,J,,,160,28,1276,7,35,0,0,0,,1275,40
1044,MICROSCIENCE,,HH-312,,MFM,,,,10,0,306,4,17,0,0,0,0,0,0
1045,MICROSCIENCE,,HH-3120,5H,SCSI,J,,,121,28,1314,5,36,0,0,0,,1313,40
1046,MICROSCIENCE,,HH-315,,MFM,,,,10,0,612,2,17,0,0,0,0,0,0
1047,MICROSCIENCE,,HH-3160,5H,SCSI,J,,,170,28,1314,7,36,0,0,0,,1313,40
1048,MICROSCIENCE,,HH-325,5H,MFM,J,,,21,99,615,4,17,0,0,0,,614,36
1049,MICROSCIENCE,,HH-330,,RLL,,,,31,0,612,4,26,0,0,0,0,0,0
1050,MICROSCIENCE,,HH-4050,3H,MFM,J,,,45,18,1024,5,17,0,0,0,,1023,36
1051,MICROSCIENCE,,HH-4060,3H,RLL,J,,,67,18,1024,5,17,0,0,0,,1023,36
1052,MICROSCIENCE,,HH-4070,3H,MFM,J,,,62,18,1024,7,17,0,0,0,,1023,36
1053,MICROSCIENCE,,HH-4090,3H,RLL,J,,,93,18,1024,7,17,0,0,0,,1023,36
1054,MICROSCIENCE,,HH-5100,3H,ESDI,J,,,110,18,855,7,36,0,0,0,,854,36
1055,MICROSCIENCE,,HH-6100,3H,SCSI,J,,,110,18,855,7,36,0,0,0,,854,36
1056,MICROSCIENCE,,HH-612,5H,MFM,J,,,10,99,306,4,17,0,0,0,,305,36
1057,MICROSCIENCE,,HH-625,,MFM,,,,20,0,612,4,17,0,0,0,0,0,0
1058,MICROSCIENCE,,HH-7040,3H,AT-BUS,J,,,47,18,855,3,36,0,0,0,,854,36
1059,MICROSCIENCE,,HH-7100,3H,AT-BUS,J,,,110,18,855,7,36,0,0,0,,854,36
1060,MICROSCIENCE,,HH-712,,MFM,,,,10,99,612,2,17,0,0,0,0,0,0
1061,MICROSCIENCE,,HH-725,5H,MFM,J,,,21,99,615,4,17,0,0,0,,614,36
1062,MICROSCIENCE,,HH-738,,RLL,,,,0,99,612,4,26,0,0,0,0,0,0
1063,MICROSCIENCE,,HH-738,,RLL,,,,31,99,612,4,26,0,0,0,0,0,0
1064,MICROSCIENCE,,HH-825,5H,MFM,J,,,21,65,615,4,17,0,0,0,,614,36
1065,MICROSCIENCE,,HH-830,5H,RLL,J,,,32,65,615,4,26,0,0,0,,614,36
1066,MICROSCIENCE,,"MS 10E",,,,,,0,0,656,2,0,0,0,0,0,0,0
1067,MICROSCIENCE,,"MS 15E",,,,,,0,0,522,4,0,0,0,0,0,0,0
1068,MICROSCIENCE,,"MS 20E",,,,,,0,0,656,4,0,0,0,0,0,0,0
1069,MICROSCIENCE,,"MS 30E",,,,,,0,0,656,6,0,0,0,0,0,0,0
1070,MICROSCIENCE,,"MS 5B",,,,,,0,0,336,2,0,0,0,0,0,0,0
1071,MINISCRIBE,,1006,,MFM,,,,0,0,153,2,17,0,0,0,0,0,0
1072,MINISCRIBE,,1012,,MFM,,,,0,0,153,4,17,0,0,0,0,0,0
1073,MINISCRIBE,,2006,,MFM,,,,0,0,307,2,17,0,0,0,0,0,0
1074,MINISCRIBE,,2006,,MFM,,,,35,0,512,8,17,0,0,0,0,0,0
1075,MINISCRIBE,,2012,,MFM,,,,10,0,306,4,17,0,0,0,128,0,0
1076,MINISCRIBE,,3006,,MFM,,,,5,0,306,2,17,0,0,0,0,0,0
1077,MINISCRIBE,,3012,,MFM,,,,10,0,612,2,17,0,0,0,0,0,0
1078,MINISCRIBE,,3053,5.2,MFM,,,,0,25,1024,5,17,0,0,0,0,0,0
1079,MINISCRIBE,,3053,5H,MFM,J,1990-08-23,,45,25,1024,5,17,0,0,0,0,1023,30
1080,MINISCRIBE,,3085,5H,MFM,J,,,71,22,1170,7,17,0,0,0,0,1169,35
1081,MINISCRIBE,,3085E,5.2,ESDI,,,,0,17,1270,3,0,0,0,0,0,0,0
1082,MINISCRIBE,,3085S,5.2,SCSI,,,,0,17,1255,3,0,0,0,0,0,0,0
1083,MINISCRIBE,,3130E,5H,ESDI,N,,,112,17,1250,5,0,0,0,0,0,1249,0
1084,MINISCRIBE,,3130S,5H,SCSI,N,,,115,17,1255,5,0,0,0,0,0,1254,0
1085,MINISCRIBE,,3180E,5H,ESDI,N,,,157,17,1254,7,0,0,0,0,0,1249,0
1086,MINISCRIBE,,3180S,5H,SCSI,N,,,160,17,1255,7,0,0,0,0,0,1254,0
1087,MINISCRIBE,,3212,5.2,MFM,,,,10,85,615,2,17,0,0,0,128,0,0
1088,MINISCRIBE,,"3212 PLUS",5.2,MFM,,,,0,53,615,2,17,0,0,0,0,0,0
1089,MINISCRIBE,,3412,,MFM,,,,10,0,306,4,17,0,0,0,0,0,0
1090,MINISCRIBE,,3425,5HH,MFM,,1992-12-10,,21,85,615,4,17,0,0,0,300,0,0
1091,MINISCRIBE,,"3425 PLUS",5.2,MFM,,,,0,0,612,4,17,0,0,0,0,0,0
1092,MINISCRIBE,,3438,,RLL,,1992-12-10,,31,85,615,4,26,0,0,0,300,0,0
1093,MINISCRIBE,,"3438 PLUS",5.2,RLL,,,,0,53,613,4,26,0,0,0,0,0,0
1094,MINISCRIBE,,3650,5H,MFM,N,,,42,61,809,6,17,0,0,0,300,849,0
1095,MINISCRIBE,,3675,5H,MFM,N,,,63,61,809,6,0,0,0,0,0,808,0
1096,MINISCRIBE,,4010,,MFM,,,,0,0,480,2,17,0,0,0,0,0,0
1097,MINISCRIBE,,4020,,MFM,,,,0,0,480,4,17,0,0,0,0,0,0
1098,MINISCRIBE,,5330,,MFM,,,,0,0,480,6,17,0,0,0,0,0,0
1099,MINISCRIBE,,5338,,MFM,,,,0,0,612,6,17,0,0,0,306,0,0
1100,MINISCRIBE,,5440,,MFM,,,,0,0,480,8,17,0,0,0,128,0,0
1101,MINISCRIBE,,5451,,MFM,,,,0,0,612,8,17,0,0,0,306,0,0
1102,MINISCRIBE,,6032,5F,MFM,+,1992-12-10,,27,28,1024,3,17,0,0,0,512,0,15
1103,MINISCRIBE,,6053,5F,MFM,+,1992-12-10,,44,28,1024,5,17,0,0,0,512,0,15
1104,MINISCRIBE,,6074,5F,MFM,+,1992-12-10,,62,28,1024,7,17,0,0,0,512,0,15
1105,MINISCRIBE,,6079,,,,,,66,28,1024,5,0,0,0,0,0,0,0
1106,MINISCRIBE,,6085,5F,MFM,N,,,71,28,1024,8,17,0,0,0,512,1023,0
1107,MINISCRIBE,,6128,5F,RLL,N,,,108,28,1024,8,26,0,0,0,512,1023,0
1108,MINISCRIBE,,6212,,MFM,,,,0,0,615,2,17,0,0,0,0,0,0
1109,MINISCRIBE,,7040A,3.5,AT,+,1992-12-10,,41,19,1159,2,36,0,0,0,0,0,40
1110,MINISCRIBE,,7040S,3.5,SCSI,+,1992-12-10,,40,19,1159,2,36,0,0,0,0,0,40
1111,MINISCRIBE,,7080A,3.5,AT,+,1992-12-10,,80,19,1159,4,36,0,0,0,0,0,40
1112,MINISCRIBE,,7080S,3.5,SCSI,+,1992-12-10,,80,19,1156,4,36,0,0,0,0,0,40
1113,MINISCRIBE,,7426,,MFM,,,,0,0,612,4,17,0,0,0,613,0,0
1114,MINISCRIBE,,8051,3.5,RLL,,,,0,0,981,5,26,0,0,0,0,0,0
1115,MINISCRIBE,,8051A,3H,AT-BUS,+,1992-12-10,,42,28,745,4,28,0,0,0,0,0,150
1116,MINISCRIBE,,8051S,3H,SCSI,N,,,42,28,745,4,0,0,0,0,0,744,0
1117,MINISCRIBE,,8212,,MFM,,,,0,0,615,2,17,0,0,0,128,0,0
1118,MINISCRIBE,,8225,3.5,RLL,,,,0,0,771,2,26,0,0,0,0,0,0
1119,MINISCRIBE,,8225A,3H,AT-BUS,N,,,21,40,0,0,0,0,0,0,0,0,0
1120,MINISCRIBE,,8225XT,3.5,RLL,,,,0,68,615,4,26,0,0,0,0,0,0
1121,MINISCRIBE,,8412,,MFM,,,,0,0,306,4,17,0,0,0,0,0,0
1122,MINISCRIBE,,8425,3H,MFM,N,,,21,68,615,4,17,0,0,0,300,614,20
1123,MINISCRIBE,,8425AT,3H,AT-BUS,N,,,43,40,745,4,0,0,0,0,0,744,0
1124,MINISCRIBE,,8425F,3H,MFM,N,,,21,40,615,4,17,0,0,0,0,614,20
1125,MINISCRIBE,,8425S,3H,SCSI,N,,,21,28,612,4,0,0,0,0,,611,0
1126,MINISCRIBE,,8425XT,3.5,MFM,,,,0,61,615,4,17,0,0,0,0,0,0
1127,MINISCRIBE,,8434F,3.5,RLL,,,,0,40,615,4,26,0,0,0,0,0,0
1128,MINISCRIBE,,8438,3H,RLL,N,,,33,68,615,4,26,0,0,0,,614,20
1129,MINISCRIBE,,8438F,3H,RLL,N,,,33,40,615,4,26,0,0,0,,614,20
1130,MINISCRIBE,,8438XT,3.5,MFM,,,,0,61,615,4,17,0,0,0,0,0,0
1131,MINISCRIBE,,8450,3H,RLL,N,,,41,45,771,4,26,0,0,0,0,770,30
1132,MINISCRIBE,,8450A,3H,AT-BUS,N,,,42,40,0,0,0,0,0,0,0,0,0
1133,MINISCRIBE,,8450AT,3.5,ESDI,,,,0,40,745,4,28,0,0,0,0,0,0
1134,MINISCRIBE,,8450XT,3.5,RLL,,,,0,45,805,4,26,0,0,0,0,0,0
1135,MINISCRIBE,,9000E,5,ESDI,,,,338,0,1224,15,0,0,0,0,0,0,0
1136,MINISCRIBE,,9000S,5,SCSI,,,,347,0,1220,15,0,0,0,0,0,0,0
1137,MINISCRIBE,,9230E,,ESDI,,1992-12-10,,197,0,1224,9,35,0,0,0,0,0,0
1138,MINISCRIBE,,9380E,5F,ESDI,N,,,338,16,1224,15,17,0,0,0,0,1223,0
1139,MINISCRIBE,,9380S,5F,SCSI,N,,,347,16,1224,15,0,0,0,0,0,1223,0
1140,MINISCRIBE,,9424E,5.2,ESDI,,,,0,17,1661,8,0,0,0,0,0,0,0
1141,MINISCRIBE,,9424S,5.2,SCSI,,,,0,17,1661,8,0,0,0,0,0,0,0
1142,MINISCRIBE,,9760E,5F,ESDI,+,1992-12-10,,640,16,0,0,0,0,0,0,0,0,0
1143,MINISCRIBE,,9780E,5F,ESDI,N,,,676,17,1661,15,0,0,0,0,0,1660,0
1144,MINISCRIBE,,9780S,5F,SCSI,N,,,668,17,1661,15,0,0,0,0,0,1660,0
1145,MINISCRIBE,,"MS 1006",,,,,,0,0,306,2,0,0,0,0,153,0,0
1146,MINISCRIBE,,"MS 1012",,,,,,0,0,306,4,0,0,0,0,0,0,0
1147,MINISCRIBE,,"MS 8051S",,MFM,,,,20,0,615,4,17,0,0,0,0,0,0
1148,MINISCRIBE,,MS6170E,5.2,ESDI,Y,,,130,28,1024,8,34,0,0,0,0,0,0
1149,MINISCRIBE,,MS8048,3.5,SCSI,,,,40,30,0,0,0,0,0,0,0,0,0
1150,MINISCRIBE,,MS8450S,3.5,SCSI,,,,40,68,809,4,0,0,0,0,0,0,0
1151,MITSUBISHI,,MR335,3H,MFM,N,,,44,20,1042,7,17,0,0,0,,742,30
1152,MITSUBISHI,,MR335,3.5,MFM,,1992-12-10,,45,20,743,7,17,0,0,0,0,0,30
1153,MITSUBISHI,,MR521,5.2,MFM,,,,10,85,612,2,17,0,0,0,0,0,0
1154,MITSUBISHI,,MR522,5.2,MFM,,1992-12-10,,21,85,612,4,17,0,0,0,300,0,0
1155,MITSUBISHI,,MR5310E,5.2,ESDI,,,,0,28,977,5,17,0,0,0,0,0,0
1156,MITSUBISHI,,MR5310E,5H,ESDI,,1992-12-10,,80,28,977,5,0,0,0,0,0,0,30
1157,MITSUBISHI,,MR533,5H,MFM,J,,,24,28,977,3,17,0,0,0,,976,20
1158,MITSUBISHI,,MR535,5H,MFM,J,,,42,28,977,5,17,0,0,0,,976,20
1159,MITSUBISHI,,MR535R,5.2,RLL,Y,,,65,28,1028,5,26,0,0,0,0,0,30
1160,MITSUBISHI,,MR535S,5H,SCSI,+,1992-12-10,,40,28,977,5,0,0,0,0,0,0,30
1161,MITSUBISHI,,MR537S,5H,SCSI,,1992-12-10,,60,28,977,5,0,0,0,0,0,0,30
1162,MITSUBISHI,,MR548,5H,MFM,,1992-12-10,,75,20,1225,7,17,0,0,0,0,0,30
1163,MITSUMI,,"309 AA",3H,AT,+,1992-12-10,,90,20,932,5,38,0,0,0,0,0,30
1164,MITSUMI,,"309 AC",3H,SCSI,+,1992-12-10,,90,20,932,5,38,0,0,0,0,0,30
1165,MITSUMI,,"313 AA",3H,AT,+,1992-12-10,,131,20,963,8,39,0,0,0,0,0,30
1166,MITSUMI,,"313 AC",3H,SCSI,+,1992-12-10,,131,20,963,8,39,0,0,0,0,0,30
1167,MITSUMI,,"354 VA",3H,AT,+,1992-12-10,,40,28,615,4,17,0,0,0,0,0,30
1168,MITSUMI,,"354 VC",3H,SCSI,+,1992-12-10,,40,28,615,4,17,0,0,0,0,0,30
1169,MMI,,"M 106",3.5,MFM,N,,,5,75,306,2,14,0,0,0,128,0,0
1170,MMI,,"M 112",3.5,MFM,,,,10,75,306,4,17,0,0,0,128,0,0
1171,MMI,,"M 125",3.5,MFM,,,,20,75,306,8,17,0,0,0,128,0,0
1172,MMI,,"M 206",,MFM,,,,5,75,306,2,17,0,0,0,128,0,0
1173,MMI,,"M 212",5.2,MFM,,,,10,70,306,4,17,0,0,0,128,0,0
1174,MMI,,"M 225",5.2,MFM,,,,20,75,306,8,17,0,0,0,128,0,0
1175,MMI,,"M 306",3.5,MFM,,,,5,75,306,2,17,0,0,0,128,0,0
1176,MMI,,"M 312",5.2,MFM,,,,10,75,306,4,17,0,0,0,128,0,0
1177,MMI,,"M 325",5.2,MFM,,,,20,75,306,8,17,0,0,0,128,0,0
1178,"NCL AMERICA",,9220,3.5,,Y,,,200,17,0,0,0,0,0,0,0,0,50
1179,NCR,,6091-5101,5.2,SCSI,J,,,300,27,0,9,0,0,0,0,0,0,0
1180,NCR,,6091-5301,5.2,SCSI,Y,,,630,25,0,15,0,0,0,0,0,0,0
1181,NEC,,D3126,3H,MFM,+,1992-12-10,,20,85,615,4,17,0,0,0,256,0,0
1182,NEC,,D3142,,,,,,0,0,642,8,0,0,0,0,0,0,0
1183,NEC,,D3142,3H,MFM,J,,,42,28,642,8,17,0,0,0,128,641,12
1184,NEC,,D3146H,3H,MFM,J,,,40,35,615,8,17,0,0,0,128,614,12
1185,NEC,,D3661,3H,ESDI,J,,,118,23,915,7,36,0,0,0,,914,0
1186,NEC,,D3735,3H,AT,+,1992-12-10,,45,25,1074,2,0,0,0,0,0,0,30
1187,NEC,,D3735,3.5,AT,,,,42,23,733,7,17,0,0,0,0,0,0
1188,NEC,,D3741,3H,AT,+,1992-12-10,,45,23,423,8,0,0,0,0,0,0,30
1189,NEC,,D3741,3.5,AT,,,,42,23,423,7,26,0,0,0,0,0,0
1190,NEC,,D3755,3.5,AT,+,1992-12-10,,105,25,1251,4,0,0,0,0,0,0,30
1191,NEC,,D3755,3.5,AT,,,,100,23,625,8,40,0,0,0,0,0,0
1192,NEC,,D3756,3.5,AT,,,,100,18,625,8,40,0,0,0,0,0,0
1193,NEC,,D3761,3.5,AT,+,1992-12-10,,104,20,733,7,0,0,0,0,0,0,30
1194,NEC,,D3761,3.5,AT,,,,108,16,915,7,35,0,0,0,0,0,0
1195,NEC,,D3765,3.5,AT,,,,168,14,743,8,58,0,0,0,0,0,0
1196,NEC,,D3772,3.5,AT,,,,315,14,0,0,0,0,0,0,0,0,0
1197,NEC,,D3781,3.5,IDE,Y,,,425,15,1464,9,63,0,0,0,0,0,50
1198,NEC,,D3781,3.5,AT,,,,406,14,825,16,63,0,0,0,0,0,0
1199,NEC,,D3835,3.5,SCSI,+,1992-12-10,,45,25,1074,2,0,0,0,0,0,0,30
1200,NEC,,D3841,3.5,SCSI,+,1992-12-10,,45,23,440,8,0,0,0,0,0,0,30
1201,NEC,,D3855,3.5,SCSI,+,1992-12-10,,105,25,1251,4,0,0,0,0,0,0,30
1202,NEC,,D3861,3.5,SCSI,Y,,,114,20,915,7,35,0,0,0,0,0,30
1203,NEC,,D5114,,MFM,,,,5,85,306,2,17,0,0,0,0,0,0
1204,NEC,,D5124,5H,MFM,N,1990-09-01,,10,85,310,4,17,0,0,0,,309,12
1205,NEC,,D5126,5H,MFM,N,1990-09-01,,20,85,615,4,17,0,0,0,,614,12
1206,NEC,,D5126H,5H,MFM,N,,,21,40,615,4,17,0,0,0,300,614,20
1207,NEC,,D5127H,5H,RLL,N,,,33,40,615,4,26,0,0,0,,614,0
1208,NEC,,D5128,5H,MFM,N,,,21,85,615,4,17,0,0,0,,614,20
1209,NEC,,D5146,5H,MFM,,1992-12-10,,40,85,615,8,17,0,0,0,128,0,0
1210,NEC,,D5146H,5H,MFM,N,,,43,40,615,8,17,0,0,0,,614,20
1211,NEC,,D5147H,5H,RLL,N,,,65,40,615,8,26,0,0,0,,614,20
1212,NEC,,D5214,5F,MFM,,1992-12-10,,5,85,310,2,17,0,0,0,0,0,11
1213,NEC,,D5224,5F,MFM,,1992-12-10,,10,85,310,4,17,0,0,0,0,0,11
1214,NEC,,D5234,5F,MFM,,1992-12-10,,15,85,310,6,17,0,0,0,0,0,11
1215,NEC,,D5244,5F,MFM,,1992-12-10,,20,85,310,8,17,0,0,0,0,0,11
1216,NEC,,D5452,5F,MFM,J,,,70,23,823,10,17,0,0,0,,822,20
1217,NEC,,D5652,5F,ESDI,J,,,150,23,823,10,36,0,0,0,,822,20
1218,NEC,,D5655,5F,ESDI,N,1992-12-14,,140,18,1224,8,36,0,0,0,,1223,20
1219,NEC,,D5662,5H,ESDI,N,,,319,18,1224,15,36,0,0,0,,1223,20
1220,NEC,,D5682,5F,ESDI,+,1992-12-10,,630,16,1663,15,0,0,0,0,0,0,30
1221,NEC,,D5852,5F,SCSI,,1992-12-10,,150,23,823,6,0,0,0,0,0,0,0
1222,NEC,,"D5852   ?",5F,SCSI,N,1992-12-10,,148,23,823,10,35,0,0,0,0,822,20
1223,NEC,,D5862,5H,SCSI,N,,,350,18,1224,15,0,0,0,0,,1223,20
1224,NEC,,D5862,5F,SCSI,+,1992-12-10,,330,18,1224,15,0,0,0,0,0,0,20
1225,NEC,,D5882,5F,SCSI,+,1992-12-10,,630,16,1630,15,0,0,0,0,0,0,20
1226,NEC,,D5892,5F,SCSI,+,1992-12-10,,1250,14,1635,19,0,0,0,0,0,0,50
1227,NEI,,"RD 3127",,MFM,,,,10,0,612,2,17,0,0,0,0,0,0
1228,NEI,,"RD 3255",,MFM,,,,20,0,612,4,17,0,0,0,0,0,0
1229,NEI,,"RD 4127",,MFM,,,,10,0,306,4,17,0,0,0,0,0,0
1230,NEI,,"RD 4255",,MFM,,,,20,0,306,8,17,0,0,0,0,0,0
1250,"NEWBURY DATA",,ND-1085,5F,MFM,J,,,71,28,1024,8,17,0,0,0,,1023,40
1251,"NEWBURY DATA",,ND-1105,,MFM,,,,88,0,918,11,17,0,0,0,0,0,0
1252,"NEWBURY DATA",,ND-1120R,5F,RLL,J,,,105,27,1024,8,25,0,0,0,0,1023,40
1253,"NEWBURY DATA",,ND-1140,5F,MFM,J,,,120,27,918,15,17,0,0,0,,917,40
1254,"NEWBURY DATA",,ND-1140R,,RLL,,,,183,17,918,15,26,0,0,0,0,0,0
