produzent,typ,cap,seek,inch,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,controller,mtbf,lift,date,notiz,sektors_al,mb,satz
SEAGATE,ST9096A,85,16,3.5,1024,16,0,980,10,17,0,0,AT,150,,,,0,0,1880
SEAGATE,ST9096N,85,16,2.5,0,0,0,0,0,0,0,0,SCSI2,150,,,,0,0,1881
SEAGATE,ST9144A,127,16,2.5,1024,16,0,0,0,0,0,0,AT,150,,,,0,0,1882
SEAGATE,ST9144N,127,16,2.5,0,0,0,0,0,0,0,0,SCSI2,150,,,,0,0,1883
SHUGART,SA 604,0,0,,160,4,17,0,0,0,128,0,MFM,0,,,,10880,5,1884
SHUGART,SA 606,0,0,,160,6,17,0,0,0,128,0,MFM,0,,,,16320,8,1885
SHUGART,SA 607,0,0,,306,2,17,0,0,0,128,0,MFM,0,,,,10404,5,1886
SHUGART,SA 612,0,0,,311,4,17,0,0,0,128,0,MFM,0,,,,21148,10,1887
SHUGART,SA 706,0,0,,306,2,17,0,0,0,128,0,MFM,0,,,,10404,5,1888
SHUGART,SA 712,0,0,,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,1889
SHUGART,SA724,20,0,5,640,4,17,0,0,0,255,0,MFM,0,,,,43520,21,1890
SIEMENS,1200,0,25,5.25,1216,8,0,0,0,0,0,0,ESDI,0,,,,0,0,1891
SIEMENS,1300,0,25,5.25,1216,12,0,0,0,0,0,0,ESDI,0,,,,0,0,1892
SIEMENS,2200,0,25,,1216,8,0,0,0,0,0,0,ESDI,0,,,,0,0,1893
SIEMENS,2300,0,25,,1216,12,0,0,0,0,0,0,ESDI,0,,,,0,0,1894
SIEMENS,4410,322,0,,0,0,0,0,0,0,0,0,ESDI,0,,,,0,0,1895
SIEMENS,4420,322,0,5,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,1896
SIEMENS,5710,0,16,,0,15,0,0,0,0,0,0,ESDI,0,,,,0,0,1897
SIEMENS,5720,0,16,,0,15,0,0,0,0,0,0,SCSI,0,,,,0,0,1898
SIEMENS,5810,688,0,5,0,0,0,0,0,0,0,0,ESDI,0,,,,0,0,1899
SIEMENS,5820,688,0,5,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,1900
SIEMENS,6200,1200,14,5.25,0,0,0,0,0,0,0,0,SCSI,99,Y,,,0,0,1901
SIEMENS,7520,655,16,5.25,0,15,0,0,0,0,0,0,SCSI,0,,,,0,0,1902
SONY,SRD 2040Z,40,28,3H,0,0,0,0,0,0,,0,SCSI,0,N,,,0,0,1903
STORAGE DIMENSI,AT1000S,1000,15,5.25,0,15,0,0,0,0,0,0,SCSI,100,,,,0,0,1904
STORAGE DIMENSI,AT100R,109,0,,1024,8,26,0,0,0,0,0,RLL,0,,,,212992,104,1905
STORAGE DIMENSI,AT100S,105,19,3.5,0,3,0,0,0,0,0,0,SCSI,150,Y,,,0,0,1906
STORAGE DIMENSI,AT120,119,27,,918,15,17,0,0,0,,917,MFM,0,N,,,234090,114,1907
STORAGE DIMENSI,AT133,134,0,,1024,15,0,0,0,0,17,0,MFM,0,,,,0,0,1908
STORAGE DIMENSI,AT155E,156,14,,1224,7,36,0,0,0,,1223,ESDI,0,N,,,308448,151,1909
STORAGE DIMENSI,AT155S,156,14,,0,0,0,0,0,0,0,0,SCSI,0,N,,,0,0,1910
STORAGE DIMENSI,AT160,158,28,,1224,15,17,0,0,0,,1223,MFM,0,N,,,312120,152,1911
STORAGE DIMENSI,AT200R,204,0,,1024,15,26,0,0,0,0,0,RLL,0,,,,399360,195,1912
STORAGE DIMENSI,AT200S,204,15,3.5,0,7,0,0,0,0,0,0,SCSI,150,Y,,,0,0,1913
STORAGE DIMENSI,AT320S,327,16,,1224,15,35,0,0,0,,1223,SCSI,0,N,,,642600,314,1914
STORAGE DIMENSI,AT335E,336,16,,1224,15,36,0,0,0,,1223,ESDI,0,N,,,660960,323,1915
STORAGE DIMENSI,AT40,43,0,,1024,5,17,0,0,0,0,0,MFM,0,,,,87040,42,1916
STORAGE DIMENSI,AT650E,651,17,,1632,15,52,0,0,0,,1631,ESDI,0,N,,,1272960,622,1917
STORAGE DIMENSI,AT650S,651,17,,0,0,0,0,0,0,0,0,SCSI,0,N,,,0,0,1918
STORAGE DIMENSI,AT70,71,0,,1024,8,17,0,0,0,0,0,MFM,0,,,,139264,68,1919
STORAGE DIMENSI,MAC195,195,15,3.5,0,7,0,0,0,0,0,0,SCSI,150,,,,0,0,1920
STORAGE DIMENSI,PS155E,156,14,5.25,1224,9,36,0,0,0,0,0,ESDI,0,Y,,,396576,194,1921
STORAGE DIMENSI,PS155S,156,14,5.25,1224,9,36,0,0,0,0,0,SCSI,0,Y,,,396576,194,1922
STORAGE DIMENSI,PS335E,338,16,5.25,1224,15,36,0,0,0,0,0,ESDI,0,Y,,,660960,323,1923
STORAGE DIMENSI,PS650S,651,16,5.25,1632,15,54,0,0,0,0,0,SCSI,0,Y,,,1321920,645,1924
SYQUEST,SQ306R,0,0,,306,2,17,0,0,0,0,0,MFM,0,,,,10404,5,1925
SYQUEST,SQ306RD,10,0,,306,2,35,0,0,0,0,0,SCSI,0,,,,21420,10,1926
SYQUEST,SQ306RD,0,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,1927
SYQUEST,SQ312RD,21,0,,612,2,35,0,0,0,0,0,SCSI,0,,,,42840,21,1928
SYQUEST,SQ315F,0,0,,612,4,17,0,0,0,0,0,MFM,0,,,,41616,20,1929
SYQUEST,SQ319,0,0,,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,1930
SYQUEST,SQ319R,0,0,,615,4,0,0,0,0,0,0,,0,,,,0,0,1931
SYQUEST,SQ325F,42,0,,612,4,35,0,0,0,0,0,SCSI,0,,,,85680,42,1932
SYQUEST,SQ338F,63,0,,612,6,35,0,0,0,0,0,SCSI,0,,,,128520,63,1933
SYQUEST,SQ338F,0,0,,615,6,17,0,0,0,0,0,MFM,0,,,,62730,31,1934
SYQUEST,SQ340AF,0,0,,640,6,17,0,0,0,0,0,MFM,0,,,,65280,32,1935
TANDON,TAN501,5,85,5F,306,2,17,0,0,0,128,305,MFM,0,N,,,10404,5,1936
TANDON,TAN502,10,85,5F,306,4,17,0,0,0,128,305,MFM,0,N,,,20808,10,1937
TANDON,TAN503,15,85,5F,306,6,17,0,0,0,128,305,MFM,0,N,,,31212,15,1938
TANDON,TM 2085,0,25,,1004,9,0,0,0,0,0,0,SCSI,0,,,,0,0,1939
TANDON,TM 2128,0,25,,1004,9,0,0,0,0,0,0,SCSI,0,,,,0,0,1940
TANDON,TM 2170,0,25,,1344,9,0,0,0,0,0,0,SCSI,0,,,,0,0,1941
TANDON,TM 244,0,37,,782,4,26,0,0,0,0,0,RLL,0,,,,81328,40,1942
TANDON,TM 246,0,37,,782,6,26,0,0,0,0,0,RLL,0,,,,121992,60,1943
TANDON,TM 251,0,0,,306,2,0,0,0,0,0,0,MFM,0,,,,0,0,1944
TANDON,TM 252,10,85,5H,306,4,17,0,0,0,128,305,MFM,0,N,,,20808,10,1945
TANDON,TM 261,0,0,,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,1946
TANDON,TM 262,21,80,5H,615,4,17,0,0,0,,614,MFM,0,N,,,41820,20,1947
TANDON,TM 262R,20,85,3H,782,2,26,0,0,0,,781,RLL,0,N,,,40664,20,1948
TANDON,TM 264,41,85,3H,782,4,26,0,0,0,,781,RLL,0,N,,,81328,40,1949
TANDON,TM 270,71,0,5.25,1024,8,17,0,0,0,0,0,MFM,0,,,,139264,68,1950
TANDON,TM 3085,71,25,5F,1024,8,17,0,0,0,,1023,MFM,0,J,,,139264,68,1951
TANDON,TM 3085R,104,37,5.25,1024,8,26,0,0,0,0,0,RLL,0,,,,212992,104,1952
TANDON,TM 344,0,37,3.5,782,4,26,0,0,0,0,0,RLL,0,,,,81328,40,1953
TANDON,TM 346,0,37,3.5,782,6,26,0,0,0,0,0,RLL,0,,,,121992,60,1954
TANDON,TM 353,0,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,1955
TANDON,TM 361,0,0,,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,1956
TANDON,TM 362,21,80,3H,615,4,17,0,0,0,,614,MFM,0,N,,,41820,20,1957
TANDON,TM 362R,0,85,3.5,782,2,26,0,0,0,0,0,RLL,0,,,,40664,20,1958
TANDON,TM 364,0,85,3.5,782,4,26,0,0,0,0,0,RLL,0,,,,81328,40,1959
TANDON,TM 501,0,0,,306,2,17,0,0,0,153,0,MFM,0,,,,10404,5,1960
TANDON,TM 502,0,0,,306,4,17,0,0,0,153,0,MFM,0,,,,20808,10,1961
TANDON,TM 503,0,0,,306,6,17,0,0,0,153,0,MFM,0,,,,31212,15,1962
TANDON,TM 6025,0,0,,153,4,17,0,0,0,0,0,MFM,0,,,,10404,5,1963
TANDON,TM 602S,5,98,5F,153,4,17,0,0,0,,152,MFM,0,N,,,10404,5,1964
TANDON,TM 6035,0,0,,153,6,17,0,0,0,0,0,MFM,0,,,,15606,8,1965
TANDON,TM 6035E,0,0,,230,6,17,0,0,0,128,0,MFM,0,,,,23460,11,1966
TANDON,TM 603S,7,98,5F,153,6,17,0,0,0,,152,MFM,0,N,,,15606,8,1967
TANDON,TM 603SE,11,98,5F,230,6,17,0,0,0,,229,MFM,0,N,,,23460,11,1968
TANDON,TM 702AT,0,0,,615,4,26,0,0,0,0,0,RLL,0,,,,63960,31,1969
TANDON,TM 702AT,21,40,5F,615,4,17,0,0,0,300,614,MFM,0,J,,,41820,20,1970
TANDON,TM 703,30,45,5F,695,5,17,0,0,0,300,694,MFM,0,J,,,59075,29,1971
TANDON,TM 703AT,31,40,5F,733,5,17,0,0,0,300,732,MFM,0,J,,,62305,30,1972
TANDON,TM 703AT,0,0,,733,5,26,0,0,0,0,0,RLL,0,,,,95290,47,1973
TANDON,TM 705,41,39,5F,962,5,17,0,0,0,,961,MFM,0,J,,,81770,40,1974
TANDON,TM 755,42,35,5H,981,5,17,0,0,0,,980,MFM,0,J,,,83385,41,1975
TANDY,25-1045,28,0,,0,0,0,0,0,0,0,0,,0,,,,0,0,1976
TANDY,25-1046,43,28,3.5,782,4,27,0,0,0,0,0,IDE,40,,,,84456,41,1977
TANDY,25-4130,100,17,3.5,0,4,0,0,0,0,0,0,IDE,0,,,,0,0,1978
TEAC,SD-150,0,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,1979
TEAC,SD-340,43,23,3,1050,2,40,0,0,0,,1049,SCSI,30,J,,,84000,41,1980
TEAC,SD-340A,43,23,3.5,1050,2,40,0,0,0,0,0,IDE,30,Y,,,84000,41,1981
TEAC,SD-380,86,0,3,1050,4,0,0,0,0,0,0,SCSI,0,,,,0,0,1982
TEAC,SD-380AT,86,22,3.5,1050,4,0,0,0,0,0,0,IDE,30,Y,,,0,0,1983
TEAC,SD-380S,86,22,3.5,1050,4,0,0,0,0,0,0,SCSI,30,Y,,,0,0,1984
TEAC,SD-510,0,0,,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,1985
TEAC,SD-520,0,0,,615,4,17,0,0,0,128,0,MFM,0,,,,41820,20,1986
TEXAS INSTRUMEN,ST506,5,0,5,153,4,17,0,0,0,64,0,MFM,0,,,,10404,5,1987
TEXAS INSTRUMEN,TI-5,5,0,5.25,153,4,17,0,0,0,0,0,MFM,0,,,,10404,5,1988
TOKICO,DK 503-2,0,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,1989
TOSHIBA,MK-1034FC,107,16,3.5,0,0,0,0,0,0,0,0,IDE,0,Y,,,0,0,1990
TOSHIBA,MK-1122FC,43,23,2.5,0,0,0,0,0,0,0,0,IDE,0,Y,,,0,0,1991
TOSHIBA,MK-130,53,25,3.5,733,7,17,0,0,0,0,0,MFM,30,,,,87227,43,1992
TOSHIBA,MK-134,66,25,,0,0,26,0,0,0,0,0,RLL,0,,,,0,0,1993
TOSHIBA,MK-134FA,44,25,3H,733,7,17,0,0,0,512,732,MFM,0,N,,,87227,43,1994
TOSHIBA,MK-134FA(M),45,23,3.5,733,7,17,0,0,0,0,0,MFM,30,Y,,,87227,43,1995
TOSHIBA,MK-134FA(R),65,23,3.5,733,7,26,0,0,0,0,0,RLL,0,,,,133406,65,1996
TOSHIBA,MK-153FA,80,23,5,830,5,0,0,0,0,0,0,ESDI,30,,,,0,0,1997
TOSHIBA,MK-153FB,76,23,5,830,5,0,0,0,0,0,0,SCSI,30,,,,0,0,1998
TOSHIBA,MK-154FA,106,23,5,830,7,0,0,0,0,0,0,ESDI,30,,,,0,0,1999
TOSHIBA,MK-154FB,106,23,5,830,7,0,0,0,0,0,0,SCSI,30,,,,0,0,2000
TOSHIBA,MK-156FA,152,23,5,830,10,0,0,0,0,0,0,ESDI,30,,,,0,0,2001
TOSHIBA,MK-156FB,152,23,5,830,10,0,0,0,0,0,0,SCSI,30,,,,0,0,2002
TOSHIBA,MK-232FB,45,0,3,845,3,0,0,0,0,0,0,SCSI,0,,,,0,0,2003
TOSHIBA,MK-233FB,75,0,3,845,5,0,0,0,0,0,0,SCSI,0,,,,0,0,2004
TOSHIBA,MK-234FB,106,20,3,845,7,0,0,0,0,0,0,SCSI,30,+,,,0,0,2005
TOSHIBA,MK-234FC,106,20,3,845,7,0,0,0,0,0,0,AT,30,+,,,0,0,2006
TOSHIBA,MK-250F,0,18,5.25,1224,10,35,0,0,0,0,0,ESDI,0,,,,428400,209,2007
TOSHIBA,MK-250FA,382,18,5.25,1224,10,35,0,0,0,0,0,ESDI,30,Y,,,428400,209,2008
TOSHIBA,MK-250FB,382,18,5.25,1224,10,35,0,0,0,0,0,SCSI,30,Y,,,428400,209,2009
TOSHIBA,MK-3114C,45,23,3,733,7,17,0,0,0,0,0,MFM,0,,,,87227,43,2010
TOSHIBA,MK-355FA,405,16,5,1661,9,0,0,0,0,0,0,ESDI,30,,,,0,0,2011
TOSHIBA,MK-355FB,405,16,5,1661,9,0,0,0,0,0,0,SCSI2,30,,,,0,0,2012
TOSHIBA,MK-358FA,675,16,5,1661,15,0,0,0,0,0,0,ESDI,30,,,,0,0,2013
TOSHIBA,MK-358FB,675,16,5,1661,15,0,0,0,0,0,0,SCSI2,30,,,,0,0,2014
TOSHIBA,MK-53,36,0,,833,5,17,0,0,0,0,0,MFM,0,,,,70805,35,2015
TOSHIBA,MK-53FA(M),43,30,5.25,830,5,17,0,0,0,512,0,MFM,20,Y,,,70550,34,2016
TOSHIBA,MK-53FA(R),64,30,5.25,830,5,26,0,0,0,512,0,RLL,20,Y,,,107900,53,2017
TOSHIBA,MK-53FB(M),43,25,5.25,830,5,17,0,0,0,512,0,MFM,20,Y,,,70550,34,2018
TOSHIBA,MK-53FB(R),64,25,5.25,830,5,26,0,0,0,512,0,RLL,20,,,,107900,53,2019
TOSHIBA,MK-54,51,0,,833,7,17,0,0,0,0,0,MFM,0,,,,99127,48,2020
TOSHIBA,MK-54FA(M),60,30,5.25,830,7,17,0,0,0,512,0,MFM,20,Y,,,98770,48,2021
TOSHIBA,MK-54FA(R),90,25,5.25,830,7,26,0,0,0,512,0,RLL,20,Y,,,151060,74,2022
TOSHIBA,MK-54FB(M),60,25,5.25,830,7,17,0,0,0,0,0,MFM,20,Y,,,98770,48,2023
TOSHIBA,MK-54FB(R),90,25,5.25,830,7,26,0,0,0,512,0,RLL,20,Y,,,151060,74,2024
TOSHIBA,MK-56FA,73,0,,833,10,0,0,0,0,17,0,MFM,0,,,,0,0,2025
TOSHIBA,MK-56FA(M),86,30,5.25,830,10,17,0,0,0,512,0,MFM,20,Y,,,141100,69,2026
TOSHIBA,MK-56FA(R),129,30,5.25,830,10,26,0,0,0,512,0,RLL,20,Y,,,215800,105,2027
TOSHIBA,MK-56FB,70,25,5,830,10,17,0,0,0,0,0,MFM,20,,,,141100,69,2028
TOSHIBA,MK-56FB(M),86,25,5.25,830,10,17,0,0,0,512,0,MFM,20,Y,,,141100,69,2029
TOSHIBA,MK-56FB(R),129,25,5.25,830,10,26,0,0,0,512,0,RLL,20,Y,,,215800,105,2030
TOSHIBA,MK-72PC,72,25,3.5,0,0,17,0,0,0,0,0,MFM,0,,,,0,0,2031
TOSHIBA,MK-72PCR,110,28,,0,0,26,0,0,0,0,0,RLL,0,,,,0,0,2032
TULIN,TL 213,0,0,,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,2033
TULIN,TL 226,22,85,,640,4,17,0,0,0,0,0,MFM,0,,,,43520,21,2034
TULIN,TL 238,22,0,,640,4,17,0,0,0,0,0,MFM,0,,,,43520,21,2035
TULIN,TL 240,33,85,,640,6,17,0,0,0,0,0,MFM,0,,,,65280,32,2036
TULIN,TL 258,33,0,,640,6,17,0,0,0,0,0,MFM,0,,,,65280,32,2037
TULIN,TL 326,22,40,,640,4,17,0,0,0,0,0,MFM,0,,,,43520,21,2038
TULIN,TL 340,33,40,,640,6,17,0,0,0,0,0,MFM,0,,,,65280,32,2039
T. I.,,0,0,5.25,153,4,17,0,0,0,0,0,MFM,0,,,,10404,5,2040
VERTEX,V130,0,0,,987,3,17,0,0,0,0,0,MFM,0,,,,50337,25,2041
VERTEX,V150,0,0,,987,5,17,0,0,0,0,0,MFM,0,,,,83895,41,2042
VERTEX,V170,0,0,,987,7,17,0,0,0,0,0,MFM,0,,,,117453,57,2043
VERTEX,V185,0,0,,1166,7,17,0,0,0,0,0,MFM,0,,,,138754,68,2044
WESTERN DIGITAL,CONDOR,320,13,3.5,0,14,0,0,0,0,0,0,SCSI,150,,,,0,0,2045
WESTERN DIGITAL,HD 210,210,14,3.5,980,12,35,0,0,0,0,0,AT,0,,,,411600,201,2046
WESTERN DIGITAL,HD 85,85,18,3.5,980,10,17,0,0,0,0,0,AT,0,,,,166600,81,2047
WESTERN DIGITAL,PIRANHA 105A,104,15,3.5,0,4,0,0,0,0,0,0,IDE,50,,,,0,0,2048
WESTERN DIGITAL,PIRANHA 105S,104,15,3.5,0,4,0,0,0,0,0,0,SCSI,50,,,,0,0,2049
WESTERN DIGITAL,PIRANHA 210A,209,15,3.5,0,8,0,0,0,0,0,0,IDE,50,,,,0,0,2050
WESTERN DIGITAL,PIRANHA 210S,209,15,3.5,0,8,0,0,0,0,0,0,SCSI,50,,,,0,0,2051
WESTERN DIGITAL,WD 262,0,80,3.5,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,2052
WESTERN DIGITAL,WD 344R,0,40,3.5,782,4,26,0,0,0,0,0,RLL,0,,,,81328,40,2053
WESTERN DIGITAL,WD 362,0,80,3.5,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,2054
WESTERN DIGITAL,WD 382R,0,85,3.5,782,2,26,0,0,0,0,0,RLL,0,,,,40664,20,2055
WESTERN DIGITAL,WD 383R,0,85,3.5,615,4,26,0,0,0,0,0,RLL,0,,,,63960,31,2056
WESTERN DIGITAL,WD 384R,0,85,3.5,782,4,26,0,0,0,0,0,RLL,0,,,,81328,40,2057
WESTERN DIGITAL,WD 544R,0,40,3.5,782,4,26,0,0,0,0,0,RLL,0,,,,81328,40,2058
WESTERN DIGITAL,WD 562-5,20,80,3.5,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,2059
WESTERN DIGITAL,WD 582R,0,85,3.5,782,2,26,0,0,0,0,0,RLL,0,,,,40664,20,2060
WESTERN DIGITAL,WD 583R,0,85,3.5,615,4,26,0,0,0,0,0,RLL,0,,,,63960,31,2061
WESTERN DIGITAL,WD 584R,0,85,3.5,782,4,26,0,0,0,0,0,RLL,0,,,,81328,40,2062
WESTERN DIGITAL,WD 93024 A,20,29,3H,782,2,27,0,0,0,,781,AT-BUS,30,N,,,42228,21,2063
WESTERN DIGITAL,WD 93024-X,21,39,3.5,0,0,0,0,0,0,0,0,IDE,50,,,,0,0,2064
WESTERN DIGITAL,WD 93028 A,20,70,3H,782,2,27,0,0,0,,781,AT-BUS,30,N,,,42228,21,2065
WESTERN DIGITAL,WD 93028 X,20,70,3H,782,2,27,0,0,0,65635,781,XT,20,N,,,42228,21,2066
WESTERN DIGITAL,WD 93034-X,32,39,3.5,0,0,0,0,0,0,0,0,IDE,50,,,,0,0,2067
WESTERN DIGITAL,WD 93038 X,32,70,3H,782,3,27,0,0,0,,781,XT,20,N,,,63342,31,2068
WESTERN DIGITAL,WD 93044 A,40,29,3H,782,4,27,0,0,0,,781,AT-BUS,30,N,,,84456,41,2069
WESTERN DIGITAL,WD 93044-X,43,28,3.5,782,4,27,0,0,0,0,0,IDE,40,,,,84456,41,2070
WESTERN DIGITAL,WD 93048 A,40,70,3H,782,4,27,0,0,0,,781,AT-BUS,30,N,,,84456,41,2071
WESTERN DIGITAL,WD 93048 X,40,70,3H,782,4,27,0,0,0,,781,XT,20,N,,,84456,41,2072
WESTERN DIGITAL,WD 95024 A,20,29,3H,782,2,27,0,0,0,,781,AT-BUS,30,N,,,42228,21,2073
WESTERN DIGITAL,WD 95024-X,21,39,5.25,0,0,0,0,0,0,0,0,IDE,50,,,,0,0,2074
WESTERN DIGITAL,WD 95028 A,40,70,3H,782,4,27,0,0,0,,781,AT-BUS,30,N,,,84456,41,2075
WESTERN DIGITAL,WD 95028 X,20,70,3H,782,2,27,0,0,0,,781,XT,20,N,,,42228,21,2076
WESTERN DIGITAL,WD 95028-A,20,70,5.25,782,2,27,0,0,0,0,0,IDE,0,,,,42228,21,2077
WESTERN DIGITAL,WD 95028-AD,20,69,5.25,0,0,0,0,0,0,0,0,IDE,0,,,,0,0,2078
WESTERN DIGITAL,WD 95028-X,20,70,5.25,782,2,27,0,0,0,0,0,IDE,0,,,,42228,21,2079
WESTERN DIGITAL,WD 95034-X,30,39,5.25,0,0,0,0,0,0,0,0,IDE,50,,,,0,0,2080
WESTERN DIGITAL,WD 95038 X,32,70,3H,782,3,27,0,0,0,,781,XT,20,N,,,63342,31,2081
WESTERN DIGITAL,WD 95038-X,30,70,5.25,782,3,27,0,0,0,0,0,IDE,0,,,,63342,31,2082
WESTERN DIGITAL,WD 95044 A,40,29,3H,782,4,27,0,0,0,,781,AT-BUS,30,N,,,84456,41,2083
WESTERN DIGITAL,WD 95044-A,40,28,5.25,0,0,27,0,0,0,0,0,IDE,0,,,,0,0,2084
WESTERN DIGITAL,WD 95044-X,40,39,5.25,0,0,0,0,0,0,0,0,IDE,50,,,,0,0,2085
WESTERN DIGITAL,WD 95048 A,40,70,3H,782,4,27,0,0,0,,781,AT-BUS,30,N,,,84456,41,2086
WESTERN DIGITAL,WD 95048 X,40,70,3H,782,4,27,0,0,0,,781,XT,20,N,,,84456,41,2087
WESTERN DIGITAL,WD 95048-A,40,70,5.25,782,4,27,0,0,0,0,0,IDE,0,,,,84456,41,2088
WESTERN DIGITAL,WD 95048-AD,40,69,5.25,782,4,27,0,0,0,0,0,IDE,0,,,,84456,41,2089
WESTERN DIGITAL,WD 95048-X,40,70,5.25,782,4,27,0,0,0,0,0,IDE,0,,,,84456,41,2090
WESTERN DIGITAL,WD PS25/20i,20,85,3H,615,4,0,0,0,0,0,614,,15,N,,,0,0,2091
WESTERN DIGITAL,WDAC140,42,18,3.5,1082,2,39,0,0,0,0,0,IDE,50,Y,,,84396,41,2092
WESTERN DIGITAL,WDAC280,85,18,3.5,1082,4,39,0,0,0,0,0,IDE,50,Y,,,168792,82,2093
WESTERN DIGITAL,WDAP2100,100,16,3.5,0,0,0,0,0,0,0,0,IDE,50,Y,,,0,0,2094
WESTERN DIGITAL,WDAP4200,212,13,3.5,987,12,35,0,0,0,0,0,IDE,50,Y,,,414540,202,2095
WESTERN DIGITAL,WDSC8400,400,12,3.5,0,0,0,0,0,0,0,0,SCSI2,150,Y,,,0,0,2096
WESTERN DIGITAL,WDSP2100,104,15,3.5,0,0,0,0,0,0,0,0,SCSI2,50,Y,,,0,0,2097
WESTERN DIGITAL,WDSP4200,208,15,3.5,0,0,0,0,0,0,0,0,SCSI2,50,Y,,,0,0,2098
WESTERN DIGITAL,WD-SC8320,320,13,5,951,14,48,0,0,0,0,0,SCSI 2,150,+,,,639072,312,2099
WESTERN DYNEX,WD 505,0,0,,310,2,17,0,0,0,0,0,MFM,0,,,,10540,5,2100
XEBEC,OWL 1,0,55,5.25,0,4,17,0,0,0,0,0,MFM,0,,,,0,0,2101
XEBEC,OWL 2,0,40,5.25,0,4,17,0,0,0,0,0,MFM,0,,,,0,0,2102
XEBEC,OWL 3,0,38,5.25,0,4,17,0,0,0,0,0,MFM,0,,,,0,0,2103
